agenda,dkod,nazev,metodika
362,D362.3132,Diagnostické ústavy,
362,D362.3133,Dětské domovy,
362,D362.3141,Školní stravování,
362,D362.3143,Školní družiny a kluby,
362,D362.3146,Zařízení výchovného poradenství,
362,D362.3148,Střediska výchovné péče,
362,D362.3149,Ostatní zařízení související s výchovou a vzděláváním mládeže,
362,D362.3150,Vyšší odborné školy,
362,D362.3211,Vysoké školy,
362,D362.3212,"Výzkum, vývoj a inovace na vysokých školách",
362,D362.3213,Bakalářské studium,
362,D362.3214,Magisterské a doktorské studium,
362,D362.3229,Ostatní zařízení související s vysokoškolským vzděláváním,
362,D362.3231,Základní umělecké školy,
362,D362.3232,Jazykové školy s právem státní jazykové zkoušky,
362,D362.3233,Střediska volného času,
362,D362.3239,Záležitosti zájmového vzdělávání jinde nezařazené,
362,D362.3269,Ostatní správa ve vzdělávání jinde nezařazená,
362,D362.3280,Výzkum školství a vzdělávání,
362,D362.3291,Mezinárodní spolupráce ve vzdělávání,
362,D362.3292,Vzdělávání národnostních menšin a multikulturní výchova,
362,D362.3294,Zařízení pro další vzdělávání pedagogických pracovníků,
362,D362.3299,Ostatní záležitosti vzdělávání,
362,D362.3311,Divadelní činnost,
362,D362.3312,Hudební činnost,
362,D362.3313,"Filmová tvorba, distribuce, kina a shromažďování audiovizuálních archiválií",
362,D362.3314,Činnosti knihovnické,
362,D362.3315,Činnosti muzeí a galerií,
362,D362.3316,Vydavatelská činnost,
362,D362.3317,Výstavní činnosti v kultuře,
362,D362.3319,Ostatní záležitosti kultury,
362,D362.3321,"Činnosti památkových ústavů, hradů a zámků",
362,D362.3322,Zachování a obnova kulturních památek,
362,D362.3324,Výkup předmětů kulturní hodnoty,
362,D362.3326,"Pořízení, zachování a obnova hodnot místního kulturního, národního a historického povědomí",
362,D362.3329,Ostatní záležitosti ochrany památek a péče o kulturní dědictví,
362,D362.3330,Činnosti registrovaných církví a náboženských společností,
362,D362.3341,Rozhlas a televize,
362,D362.3349,Ostatní záležitosti sdělovacích prostředků,
362,D362.3369,"Ostatní správa v oblasti kultury, církví a sdělovacích prostředků",
362,D362.3391,"Mezinárodní spolupráce v kultuře, církvích a sdělovacích prostředcích",
362,D362.3392,Zájmová činnost v kultuře,
362,D362.3399,"Ostatní záležitosti kultury, církví a sdělovacích prostředků",
362,D362.3412,Sportovní zařízení ve vlastnictví obce,
362,D362.3419,Ostatní sportovní činnost,
362,D362.3421,Využití volného času dětí a mládeže,
362,D362.3429,Ostatní zájmová činnost a rekreace,
362,D362.3511,Všeobecná ambulantní péče,
362,D362.3512,Stomatologická péče,
362,D362.3513,Lékařská služba první pomoci,
362,D362.3514,Transfúzní služba a tkáňová zařízení,
362,D362.3515,Specializovaná ambulantní zdravotní péče,
362,D362.3516,Péče v mateřství,
362,D362.3519,Ostatní ambulantní péče,
362,D362.3522,Ostatní nemocnice,
362,D362.3523,Odborné léčebné ústavy,
362,D362.3524,Léčebny dlouhodobě nemocných,
362,D362.3525,Hospice,
362,D362.3526,"Lázeňské léčebny, ozdravovny, sanatoria",
362,D362.3529,Ostatní ústavní péče,
362,D362.3533,Zdravotnická záchranná služba,
362,D362.3534,Doprava ve zdravotnictví,
362,D362.3539,Ostatní zdravotnická zařízení a služby pro zdravotnictví,
362,D362.3541,"Prevence před drogami, alkoholem, nikotinem aj. závislostmi",
362,D362.3542,Prevence HIV/AIDS,
362,D362.3543,Pomoc zdravotně postiženým a chronicky nemocným,
362,D362.3544,Národní program zdraví,
362,D362.3545,Programy paliativní péče,
362,D362.3549,Ostatní speciální zdravotnická péče,
362,D362.3569,Ostatní správa ve zdravotnictví jinde nezařazená,
362,D362.3589,Ostatní výzkum a vývoj ve zdravotnictví,
362,D362.3599,Ostatní činnost ve zdravotnictví,
362,D362.3611,Podpora individuální bytové výstavby,
362,D362.3612,Bytové hospodářství,
362,D362.3613,Nebytové hospodářství,
362,D362.3619,Ostatní rozvoj bydlení a bytového hospodářství,
362,D362.3631,Veřejné osvětlení,
362,D362.3632,Pohřebnictví,
362,D362.3633,Výstavba a údržba místních inženýrských sítí,
362,D362.3634,Lokální zásobování teplem,
362,D362.3635,Územní plánování,
362,D362.3636,Územní rozvoj,
362,D362.3639,Komunální služby a územní rozvoj jinde nezařazené,
362,D362.3669,"Ostatní správa v oblasti v oblasti bydlení, komunálních služeb a územního rozvoje jinde nezařazená",
362,D362.3680,"Výzkum a vývoj v oblasti bydlení, komunálních služeb a územního rozvoje",
362,D362.3691,"Mezinárodní spolupráce v oblasti bydlení, komunálních služeb a územního rozvoje",
362,D362.3699,"Ostatní záležitosti bydlení, komunálních služeb a územního rozvoje",
362,D362.3711,Odstraňování tuhých emisí,
362,D362.3713,Změny technologií vytápění,
362,D362.3714,Opatření ke snižování produkce skleníkových plynů a plynů poškozujících ozónovou vrstvu,
362,D362.3716,Monitoring ochrany ovzduší,
362,D362.3719,Ostatní činnosti k ochraně ovzduší,
362,D362.3721,Sběr a svoz nebezpečných odpadů,
362,D362.3722,Sběr a svoz komunálních odpadů,
362,D362.3723,Sběr a svoz ostatních odpadů (jiných než nebezpečných a komunálních),
362,D362.3724,Využívání a zneškodňování nebezpečných odpadů,
362,D362.3725,Využívání a zneškodňování komunálních odpadů,
362,D362.3726,Využívání a zneškodňování ostatních odpadů,
362,D362.3727,Prevence vzniku odpadů,
362,D362.3728,Monitoring nakládání s odpady,
362,D362.3729,Ostatní nakládání s odpady,
362,D362.3731,Ochrana půdy a podzemní vody proti znečišťujícím infiltracím,
362,D362.3732,Dekontaminace půd a čištění spodní vody,
362,D362.3733,Monitoring půdy a podzemní vody,
362,D362.3739,Ostatní ochrana půdy a spodní vody,
362,D362.3741,Ochrana druhů a stanovišť,
362,D362.3742,Chráněné části přírody,
362,D362.3743,"Rekultivace půdy v důsledku těžební a důlní činnosti, po skládkách odpadů apod.",
362,D362.3744,"Protierozní, protilavinová a protipožární ochrana",
362,D362.3745,Péče o vzhled obcí a veřejnou zeleň,
362,D362.3749,Ostatní činnosti k ochraně přírody a krajiny,
362,D362.3753,Monitoring ke zjišťování úrovně hluku a vibrací,
362,D362.3759,Ostatní činnosti k omezení hluku a vibrací,
362,D362.3762,Činnost ostatních orgánů státní správy v ochraně životního prostředí,
362,D362.3769,Ostatní správa v ochraně životního prostředí,
362,D362.3771,Protiradonová opatření,
362,D362.3792,Ekologická výchova a osvěta,
362,D362.3793,Ekologie v dopravě,
362,D362.3799,Ostatní ekologické záležitosti,
362,D362.3900,Ostatní činnosti související se službami pro obyvatelstvo,
362,D362.4136,Dávky pěstounské péče,
362,D362.4171,Příspěvek na živobytí,
362,D362.4172,Doplatek na bydlení,
362,D362.4175,Dávky sociální péče pro rodinu a děti,
362,D362.4177,Mimořádná okamžitá pomoc osobám ohroženým sociálním vyloučením,
362,D362.4179,Ostatní dávky sociální pomoci,
362,D362.4182,Příspěvek na zvláštní pomůcky,
362,D362.4183,Příspěvek na úpravu a provoz bezbariérového bytu,
362,D362.4184,"Příspěvky na zakoupení, opravu a zvláštní úpravu motorového vozidla",
362,D362.4185,Příspěvek na provoz motorového vozidla,
362,D362.4186,Příspěvek na individuální dopravu,
362,D362.4189,Ostatní dávky zdravotně postiženým občanům,
362,D362.4195,Příspěvek na péči,
362,D362.4199,Ostatní dávky povahy sociálního zabezpečení jinde nezařazené,
362,D362.4222,Veřejně prospěšné práce,
362,D362.4223,Společensky účelná pracovní místa,
362,D362.4225,Podpora zaměstnanosti zdravotně postižených občanů,
362,D362.4226,Ostatní podpora zaměstnanosti,
362,D362.4227,Cílené programy k řešení zaměstnanosti,
362,D362.4229,Aktivní politika zaměstnanosti jinde nezařazená,
362,D362.4311,Základní sociální poradenství,
362,D362.4312,Odborné sociální poradenství,
362,D362.4319,Ostatní výdaje související se sociálním poradenstvím,
362,D362.4324,Zařízení pro děti vyžadující okamžitou pomoc,
362,D362.4329,Ostatní sociální péče a pomoc dětem a mládeži,
362,D362.4334,Pečovatelská služba pro rodinu a děti,
362,D362.4339,Ostatní sociální péče a pomoc rodině a manželství,
362,D362.4341,Sociální pomoc osobám v hmotné nouzi a občanům sociálně nepřizpůsobivým,
362,D362.4342,Sociální péče a pomoc přistěhovalcům a vybraným etnikům,
362,D362.4343,Sociální pomoc osobám v souvislosti s živelní pohromou nebo požárem,
362,D362.4344,Sociální rehabilitace,
362,D362.4345,Centra sociálně rehabilitačních služeb,
362,D362.4349,Ostatní sociální péče a pomoc ostatním skupinám obyvatelstva,
362,D362.4350,Domovy pro seniory,
362,D362.4351,"Osobní asistence, pečovatelská služba a podpora samostatného bydlení",
362,D362.4352,Tísňová péče,
362,D362.4353,Průvodcovské a předčitatelské služby,
362,D362.4354,Chráněné bydlení,
362,D362.4355,Týdenní stacionáře,
362,D362.4356,Denní stacionáře a centra denních služeb,
362,D362.4357,Domovy pro osoby se zdravotním postižením a domovy se zvláštním režimem,
362,D362.4358,Sociální služby poskytované ve zdravotnických zařízeních ústavní péče,
362,D362.4359,Ostatní služby a činnosti v oblasti sociální péče,
362,D362.4363,Ostatní orgány státní správy v oblasti politiky zaměstnanosti,
362,D362.4369,Ostatní správa v sociálním zabezpečení a politice zaměstnanosti,
362,D362.4371,Raná péče a sociálně aktivizační služby pro rodiny s dětmi,
362,D362.4372,Krizová pomoc,
362,D362.4373,Domy na půl cesty,
362,D362.4374,"Azylové domy, nízkoprahová denní centra a noclehárny",
362,D362.4375,Nízkoprahová zařízení pro děti a mládež,
362,D362.4376,"Služby následné péče, terapeutické komunity a kontaktní centra",
362,D362.4377,Sociálně terapeutické dílny,
362,D362.4378,Terénní programy,
362,D362.4379,Ostatní služby a činnosti v oblasti sociální prevence,
362,D362.4399,Ostatní záležitosti sociálních věcí a politiky zaměstnanosti,
362,D362.5171,Zabezpečení potřeb ozbrojených sil,
362,D362.5212,Ochrana obyvatelstva,
362,D362.5213,Krizová opatření,
362,D362.5219,Ostatní záležitosti ochrany obyvatelstva,
362,D362.5269,Ostatní správa v oblasti hospodářských opatření pro krizové stavy,
362,D362.5272,Činnost orgánů krizového řízení na územní úrovni a dalších územních správních úřadů v oblasti krizového řízení,
362,D362.5273,Ostatní správa v oblasti krizového řízení,
362,D362.5274,Podpora krizového řízení a nouzového plánování,
362,D362.5279,Záležitosti krizového řízení jinde nezařazené,
362,D362.5299,Ostatní záležitosti civilní připravenosti na krizové stavy,
362,D362.5311,Bezpečnost a veřejný pořádek,
362,D362.5319,Ostatní záležitosti bezpečnosti a veřejného pořádku,
362,D362.5391,Mezinárodní spolupráce v oblasti bezpečnosti a veřejného pořádku,
362,D362.5399,"Ostatní záležitosti bezpečnosti,veřejného pořádku",
362,D362.5511,Požární ochrana - profesionální část,
362,D362.5512,Požární ochrana - dobrovolná část,
362,D362.5519,Ostatní záležitosti požární ochrany,
362,D362.5521,Operační a informační střediska integrovaného záchranného systému.,
362,D362.5522,Ostatní činnosti v integrovaném záchranném systému,
362,D362.5563,Činnost ostatních orgánů státní správy v integrovaném záchranném systému,
362,D362.5599,Ostatní záležitosti požární ochrany a integrovaného záchranného systému,
362,D362.6111,Parlament,
362,D362.6112,Zastupitelstva obcí,
362,D362.6113,Zastupitelstva krajů,
362,D362.6114,Volby do Parlamentu ČR,
362,D362.6115,Volby do zastupitelstev územních samosprávných celků,
362,D362.6116,Celostátní referendum,
362,D362.6117,Volby do Evropského parlamentu,
362,D362.6118,Volba prezidenta republiky,
362,D362.6141,Ústřední orgány vnitřní státní správy a jejich dislokovaná pracoviště nezařazené v jiných paragrafech,
362,D362.6149,Ostatní všeobecná vnitřní správa jinde nezařazená,
362,D362.6171,Činnost místní správy,
362,D362.6172,Činnost regionální správy,
362,D362.6173,Místní referendum,
362,D362.6211,Archivní činnost,
362,D362.6219,Ostatní veřejné služby jinde nezařazené.,
362,D362.6221,Humanitární zahraniční pomoc přímá,
362,D362.6222,Rozvojová zahraniční pomoc,
362,D362.6223,Mezinárodní spolupráce (jinde nezařazená),
362,D362.6310,Obecné příjmy a výdaje z finančních operací,
362,D362.6320,Pojištění funkčně nespecifikované,
362,D362.6330,Převody vlastním fondům v rozpočtech územní úrovně,
362,D362.6399,Ostatní finanční operace,
362,D362.6402,Finanční vypořádání,
362,D362.6409,Ostatní činnosti jinde nezařazené,
1013,D1013.1,Počet všech rozhodnutí,Počet všech rozhodnutí VYJMA KOLAUDAČNÍCH ROZHODNUTÍ speciálního stavebního úřadu za sledované období. K 31.12. sledovaného roku.
1013,D1013.1.0,Počet kolaudačních souhlasů,Počet všech kolaudačních souhlasů a kolaudačních rozhodnutí speciálního stavebního úřadu za sledované období. K 31.12. sledovaného roku.
1013,D1013.1.1,Počet stavebních povolení z celkového počtu všech rozhodnutí,K 31.12. sledovaného roku.
1013,D1013.1.2,Počet rozhodnutí vydaných ve společném řízení z celkového počtu všech rozhodnutí,K 31.12. sledovaného roku.
1013,D1013.1.3,Počet veřejnoprávních smluv nahrazujících stavební povolení z celkového počtu všech rozhodnutí,"Počet uzavřených veřejnoprávních smluv nahrazujících stavební povolení, včetně vydaných odmítnutí návrhů veřejnoprávních smluv. K 31.12. sledovaného roku."
1013,D1013.2,Počet souhlasů s ohlášením,Počet sdělení podaných k jednostlivým ohlášením. K 31.12. sledovaného roku.
1013,D1013.3,Počet ostatních opatření a písemností,"Ostatní sledované úkony jsou úkony, které nějakým způsobem souvisí s příslušnou agendou; pro nemožnost dostatečného a jasného vymezení nebyly zahrnuty do celkových úkonů. Jedná se například o oznámení, zahájení řízení, místní ohledání atd. K 31.12. sledovaného roku."
1013,D1013.4,Počet rozhodnutí o přestupku,Počet rozhodnutí o uložení přestupku ve sledovaném období. K 31.12. sledovaného roku.
1013,D1013.5,Celkem sledovaných úkonů,"Součet řádků 13.1, 13.1.0, 13.2. a 13.4.; kolik sledovaných úkonů bylo celkem v daném období provedeno. K 31.12. sledovaného roku.
Vzorec: D1013.1+ D1013.1.0+D1013.2+D1013.4"
1013,D1013.8,Počet zaměstnanců - pracovních úvazků v agendě speciální stavební úřad celkem,"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
1016,D1016.1.1,Územní řízení - počet vydaných rozhodnutí,"K 31.12. sledovaného roku. Součet polí ""Územní řízení + změna"" + ""Zjednodušené územní řízení + změna"" + ""Veřejnoprávní smlouva + změna"".
Vzorec: D1016.1.1.1+D1016.1.1.2+D1016.1.1.3"
1016,D1016.1.1.1,Územní řízení + změna,"K 31.12. sledovaného roku. Dle § 92, 94 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.1.1.2,Zjednodušené územní řízení + změna,"K 31.12. sledovaného roku. Dle § 95 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.1.1.3,Veřejnoprávní smlouva + změna,"K 31.12. sledovaného roku. Dle § 78a, odst. 3 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.1.2,"Územní řízení - správní úkony, které nejsou rozhodnutím","K 31.12. sledovaného roku. Načítá se z datového pole ""Územní souhlas"".
Vzorec: D1016.1.2.1"
1016,D1016.1.2.1,Územní souhlas,"K 31.12. sledovaného roku. Dle § 96 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.2.1,Povolení stavby - počet vydaných rozhodnutí,"K 31.12. sledovaného roku. Součet polí ""Stavební řízení + změna + autorizovaný inspektor"" + ""Zkrácené stavební řízení + změna"" + ""Veřejnoprávní smlouva + změna"" + ""Spojené územní a stavební řízení + změna"" + ""Dodatečné povolení"".
Vzorec: D1016.2.1.1+D1016.2.1.2+D1016.2.1.3+D1016.2.1.4+D1016.2.1.5"
1016,D1016.2.1.1,Stavební řízení + změna,"K 31.12. sledovaného roku. Dle § 115, 118 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu a zákona č. 50/1976 Sb."
1016,D1016.2.1.2,Zkrácené stavební řízení - autorizovaný inspektor + změna,"K 31.12. sledovaného roku. Dle § 117 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.2.1.3,Veřejnoprávní smlouva a společná veřejnoprávní smlouva + změna,"K 31.12. sledovaného roku. Dle § 78, 116 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu. Společnou VPS se rozumí VPS o umístění a povolení stavby."
1016,D1016.2.1.4,Spojené a společné územní a stavební řízení + změna,"K 31.12. sledovaného roku. Dle § 78, odst. 3 a § 94a zákona č. 183/2006 Sb., o územním plánování a stavebním řádu a § 140 zákona č. 500/2004 Sb., správní řád."
1016,D1016.2.1.5,Dodatečné povolení,"K 31.12. sledovaného roku. Dle § 129 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu a § 88 zákona č. 50/1976 Sb."
1016,D1016.2.2,"Povolení stavby - správní úkony, které nejsou rozhodnutím","K 31.12. sledovaného roku. Součet polí ""Ohlášení stavby"" + ""Sloučený územní souhlas a ohlášení stavby + změna"".
Vzorec: D1016.2.2.1+D1016.2.2.2"
1016,D1016.2.2.1,Ohlášení stavby + změna,"K 31.12. sledovaného roku. Dle § 106 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.2.2.2,Společný územní souhlas a ohlášení stavby + změna,"K 31.12. sledovaného roku. Dle § 96a zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.3.1,Užívání stavby - počet vydaných rozhodnutí,"K 31.12. sledovaného roku. Součet polí ""Kolaudační řízení"" + ""Předčasné užívání"" + ""Změna užívání - rozhodnutí"" + ""Zkušební provoz"".
Vzorec: D1016.3.1.1+D1016.3.1.2+D1016.3.1.3+D1016.3.1.5"
1016,D1016.3.1.1,Kolaudační řízení,K 31.12. sledovaného roku. Dle § 122a zákona č. 183/2006 Sb. a § 76 zákona č. 50/1976 Sb.
1016,D1016.3.1.2,Předčasné užívání,"K 31.12. sledovaného roku. Dle § 123 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.3.1.3,Změna užívání - rozhodnutí,"K 31.12. sledovaného roku. Dle § 126 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.3.1.5,Zkušební provoz,"K 31.12. sledovaného roku. Prohlídka stavby dle § 124 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.3.2,"Užívání stavby - správní úkony, které nejsou rozhodnutím","K 31.12. sledovaného roku. Součet polí ""Kolaudační souhlas"" + ""Dokumentace skutečného provedení stavby"" + ""Změna užívání - souhlas"".
Vzorec: D1016.3.2.2+D1016.3.2.4+D1016.3.2.5"
1016,D1016.3.2.2,Kolaudační souhlas,"K 31.12. sledovaného roku. Prohlídka stavby dle § 122 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.3.2.4,Dokumentace provedení stavby,"K 31.12. sledovaného roku. Dle § 125 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.3.2.5,Změna užívání - souhlas,"K 31.12. sledovaného roku. Dle § 127 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.4.1,Odstraňování staveb - počet vydaných rozhodnutí,"K 31.12. sledovaného roku. Součet polí ""Povolení odstranění"" + ""Nařízení odstranění"".
Vzorec: D1016.4.1.1+D1016.4.1.2"
1016,D1016.4.1.1,Povolení odstranění,"K 31.12. sledovaného roku. Dle § 128 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.4.1.2,Nařízení odstranění,"K 31.12. sledovaného roku. Dle § 129 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.4.2,"Odstraňování staveb - správní úkony, které nejsou rozhodnutím","K 31.12. sledovaného roku. Součet polí ""Ohlášení odstranění"".
Vzorec: D1016.4.2.1"
1016,D1016.4.2.1,Ohlášení odstranění,"K 31.12. sledovaného roku. Dle § 128 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.5.1,Jiná řízení a opatření - počet vydaných rozhodnutí,"K 31.12. sledovaného roku. Součet polí ""Řízení o výjimce"" + ""Jiná rozhodnutí"" + ""Procesní rozhodnutí"".
Vzorec: D1016.5.1.1+D1016.5.1.2+D1016.5.1.3"
1016,D1016.5.1.1,Řízení o výjimce,"K 31.12. sledovaného roku. Dle § 169 odst. 2 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.5.1.2,Jiná rozhodnutí,"K 31.12. sledovaného roku. Dle § 135, 137, 138, 139, 140, 117 odst. 4 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu a dle zákona č. 106/1999 Sb., o svobodném přístupu k informacím."
1016,D1016.5.1.3,Procesní rozhodnutí,"K 31.12. sledovaného roku. Dle § 88, § 110, odst. 4, § 111 odst. 3 a § 129 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu a § 64, 66 dle zákona č. 500/2004 Sb., správní řád."
1016,D1016.5.2,"Jiná řízení a opatření - správní úkony, které nejsou rozhodnutím","K 31.12. sledovaného roku. Součet polí ""Opatření na stavbě nebo pozemku"".
Vzorec: D1016.5.2.1"
1016,D1016.5.2.1,Opatření na stavbě nebo pozemku,"K 31.12. sledovaného roku. Dle § 141 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.5.3,Jiná řízení a opatření - ostatní,"K 31.12. sledovaného roku. Součet polí ""Ostatní opatření a stanoviska"" + ""Územně plánovací informace"".
Vzorec: D1016.5.3.1+D1016.5.3.2"
1016,D1016.5.3.1,"Ostatní opatření, stanoviska a závazná stanoviska","K 31.12. sledovaného roku. Další vydaná stanoviska - vyjádření, sdělení, dopisy, závazná stanoviska apod."
1016,D1016.5.3.2,Územně plánovací informace,"K 31.12. sledovaného roku. Dle § 21 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.6.1,Dohled,"K 31.12. sledovaného roku. Součet polí ""Státní dozor"" + ""Kontrolní prohlídky"".
Vzorec: D1016.6.1.1+D1016.6.1.2"
1016,D1016.6.1.1,Státní dozor,"K 31.12. sledovaného roku. Dle § 171 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.6.1.2,Kontrolní prohlídky BEZ ZÁVĚREČNÝCH kontrolních prohlídek,"K 31.12. sledovaného roku. Dle § 133 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu. Je-li součástí závěrečného úkonu stavebního úřadu (např. rozhodnutí, opatření) kontrolní prohlídka, DO TOHOTO ŘÁDKU NEBUDE ZAPOČÍTÁNA."
1016,D1016.7.1,Sankce,"K 31.12. sledovaného roku. Součet polí ""Pořádkové pokuty"" + ""Přestupky"".
Vzorec: D1016.7.1.1 + D1016.7.1.2"
1016,D1016.7.1.1,Pořádkové pokuty,"K 31.12. sledovaného roku. Dle § 173 zákona č. 183/2006 Sb., o územním plánování a stavebním řádu a § 62 zákona 500/2004 Sb., správní řád."
1016,D1016.7.1.2,Přestupky,"K 31.12. sledovaného roku. Dle zákona č. 183/2006 Sb., o územním plánování a stavebním řádu."
1016,D1016.8.1,Odvolání - celkový počet podaných odvolání,"K 31.12. sledovaného roku. Součet polí ""Počet potvrzených nebo změněných rozhodnutí + autoremedura"" + ""Počet zrušených rozhodnutí"".
Vzorec: D1016.8.1.1+D1016.8.1.2"
1016,D1016.8.1.1,Počet potvrzených nebo změněných rozhodnutí + autoremedura,K 31.12. sledovaného roku. Celkový počet potvrzených nebo změněných rozhodnutí + počet autoremedur v daném sledovaném roce.
1016,D1016.8.1.2,Počet zrušených rozhodnutí,K 31.12. sledovaného roku. Celkový počet zrušených rozhodnutí.
1016,D1016.9.1,Celkový počet vydaných rozhodnutí,"K 31.12. sledovaného roku. Počet všech vydaných rozhodnutí ve sledovaném roce. Součet polí počtu vydaných rozhodnutí ""Územní řízení"" + ""Povolení stavby"" + ""Užívání stavby"" + ""Odstraňování staveb"" + ""Jiná řízení a opatření"" + ""Sankce"".
Vzorec: D1016.1.1+D1016.2.1+D1016.3.1+D1016.4.1+D1016.5.1+D1016.7.1"
1016,D1016.9.2,"Celkový počet ohlášení a správních úkonů, které nejsou rozhodnutím","K 31.12. sledovaného roku. Celkový počet správních úkonů, které nejsou rozhodnutím. Součet polí počtu správních úkonů, které nejsou rozhodnutím ""Územní řízení"" + ""Povolení stavby"" + ""Užívání stavby"" + ""Odstraňování staveb"" + ""Jiná řízení a opatření"" + ""Dohled"".
Vzorec: D1016.1.2+D1016.2.2+D1016.3.2+D1016.4.2+D1016.5.2+D1016.6.1"
1016,D1016.9.3,Celkový počet ostatních sledovaných úkonů,"K 31.12. sledovaného roku. Celkový počet ostatních sledovaných úkonů, které nejsou rozhodnutím. Součet polí ""Jiná řízení a opatření - ostatní"".
Vzorec: D1016.5.3"
1016,D1016.10.1,Počet zaměstnanců - pracovních úvazků v agendě stavební úřad obecný celkem (BEZ ÚVAZKŮ SOUVISEJÍCÍCH S AGENDOU RUIAN),"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. BEZ ÚVAZKŮ SOUVISEJÍCÍCH S AGENDOU RUIAN. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání. Počítají se všichni zaměstnanci obce (pracovní poměr, dohody o pracích konaných mimo pracovní poměr) vykonávající činnost při ohlašování staveb a při provádění územních řízení, stavebních řízení včetně sloučených, kolaudačních řízení, řízení o povolení předčasného užívání stavby, řízení o odstranění stavby, řízení o nařízení zabezpečovacích prací, vyvlastňovacích řízení a dále vykonávajících státní stavební dohled. Do počtu pracovníků se započítávají i zaměstnanci, na které prostředky na jejich mzdové náklady poskytuje jiný subjekt než obec-zaměstnavatel."
1016,D1016.10.2,Počet reálně obsazených pracovních úvazků v agendě stavební úřad obecný celkem v daném roce (BEZ ÚVAZKŮ SOUVISEJÍCÍCH S AGENDOU RUIAN),"K 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. BEZ ÚVAZKŮ SOUVISEJÍCÍCH S AGENDOU RUIAN. ZAPOČTĚTE JEN SKUTEČNĚ OBSAZENÁ PRACOVNÍ MÍSTA."
1016,D1016.11,Počet km čtverečních správního obvodu obce s působností stavebního úřadu,Počet km čtverečních správního obvodu obce s působností stavebního úřadu; k 31. 12. sledovaného roku.
1020,D1020.1,Počet pravomocně vydaných rozhodnutí celkem,Při vyplňování použijte metodiku evidence dle Vyhlášky o vodoprávní evidenci platné ve sledovaném období (jedná se o počet vydaných rozhodnutí bez ohledu na počet výroků) MIMO Souhlas vodoprávního úřadu (§ 17 vodního zákona) a usnesení. Započítávají se i rozhodnutí podle zákona o vodovodech a kanalizacích a podle stavebního zákona. Za celé období sledovaného roku.
1020,D1020.1.0,"Celkový počet přestupků řešených rozhodnutím, příkazem, příkazem na místě nebo blokovou pokutou",Za celé období sledovaného roku.
